                        Nombre_de_la_prueba: MF1-1:1

  Datos_de_entrada
  b      15.0000     lm      96.0000    hc     15.0000
  fpc      280.000
 tipo_acero: G42RB                                              rho     9.844748E-04
      Datos del acero
  diámetro      núm._de_barras         profundidad
     0.950000         1.00000         7.50000
     0.950000         1.00000         88.5000
 altura_ini_fin_mod      7.50000         88.5000

 datos_estribos

 Criterios_de_iteración
 iter_máx_para_C     1000.00     núm.de_fibras:      2000.00

                 Resultados

                          Criterio_falla_concreto_NO_confinado
  Momento         Carga_axial             eje_Neutro              phi

      1503.89         1.63113         50.0007        1.972013E-06
      1499.75         1.61090         49.9007        1.967735E-06
      1495.63         1.59075         49.8007        1.963476E-06
      1492.40         1.57514         49.7007        1.959236E-06
      1488.30         1.55511         49.6007        1.955013E-06
      1484.21         1.53515         49.5007        1.950809E-06
      1480.13         1.51527         49.4007        1.946622E-06
      1476.93         1.49981         49.3007        1.942454E-06
      1472.88         1.48004         49.2007        1.938304E-06
      1468.84         1.46035         49.1007        1.934171E-06
      1464.82         1.44073         49.0007        1.930055E-06
      1460.81         1.42118         48.9007        1.925958E-06
      1457.64         1.40592         48.8007        1.921877E-06
      1453.65         1.38650         48.7007        1.917814E-06
      1449.68         1.36713         48.6007        1.913768E-06
      1446.53         1.35196         48.5007        1.909739E-06
      1442.58         1.33272         48.4007        1.905727E-06
      1438.64         1.31355         48.3007        1.901732E-06
      1434.72         1.29445         48.2007        1.897753E-06
      1431.60         1.27942         48.1007        1.893791E-06
      1427.70         1.26044         48.0007        1.889846E-06
      1423.81         1.24153         47.9007        1.885917E-06
      1420.71         1.22660         47.8007        1.882004E-06
      1416.84         1.20780         47.7007        1.878108E-06
      1412.99         1.18907         47.6007        1.874227E-06
      1409.91         1.17424         47.5007        1.870363E-06
      1406.08         1.15563         47.4007        1.866514E-06
      1402.26         1.13708         47.3007        1.862682E-06
      1399.19         1.12235         47.2007        1.858865E-06
      1395.40         1.10392         47.1007        1.855063E-06
      1391.61         1.08555         47.0007        1.851278E-06
      1388.57         1.07092         46.9007        1.847507E-06
      1384.81         1.05267         46.8008        1.843752E-06
      1381.06         1.03448         46.7008        1.840012E-06
      1378.03         1.01995         46.6008        1.836288E-06
      1374.31         1.00187         46.5008        1.832578E-06
      1371.29        0.987402         46.4008        1.828883E-06
      1367.59        0.969435         46.3008        1.825203E-06
      1363.89        0.951536         46.2008        1.821538E-06
      1360.90        0.937164         46.1008        1.817888E-06
      1357.23        0.919371         46.0008        1.814252E-06
      1354.24        0.905059         45.9008        1.810631E-06
      1350.59        0.887376         45.8008        1.807024E-06
      1346.95        0.869759         45.7008        1.803431E-06
      1343.99        0.855548         45.6008        1.799853E-06
      1340.37        0.838035         45.5008        1.796289E-06
      1337.42        0.823884         45.4008        1.792739E-06
      1333.82        0.806483         45.3008        1.789203E-06
      1330.88        0.792391         45.2008        1.785681E-06
      1327.30        0.775094         45.1008        1.782173E-06
      1324.37        0.761058         45.0008        1.778678E-06
      1320.82        0.743868         44.9008        1.775198E-06
      1317.90        0.729888         44.8008        1.771731E-06
      1314.36        0.712809         44.7008        1.768277E-06
      1311.45        0.698891         44.6008        1.764837E-06
      1307.94        0.681916         44.5008        1.761410E-06
      1305.04        0.668054         44.4008        1.757996E-06
      1301.55        0.651186         44.3008        1.754596E-06
      1298.66        0.637387         44.2008        1.751209E-06
      1295.19        0.620621         44.1008        1.747834E-06
      1292.31        0.606882         44.0008        1.744473E-06
      1288.86        0.590221         43.9008        1.741125E-06
      1286.00        0.576541         43.8008        1.737789E-06
      1282.57        0.559987         43.7008        1.734467E-06
      1279.72        0.546368         43.6008        1.731157E-06
      1276.87        0.532766         43.5008        1.727859E-06
      1273.47        0.516357         43.4008        1.724574E-06
      1270.63        0.502816         43.3008        1.721302E-06
      1267.25        0.486510         43.2008        1.718042E-06
      1264.42        0.473031         43.1008        1.714794E-06
      1261.60        0.459571         43.0008        1.711559E-06
      1258.25        0.443409         42.9008        1.708335E-06
      1255.44        0.430014         42.8008        1.705124E-06
      1252.63        0.416653         42.7008        1.701925E-06
      1249.31        0.400611         42.6008        1.698738E-06
      1246.51        0.387297         42.5008        1.695563E-06
      1243.72        0.374000         42.4008        1.692399E-06
      1240.43        0.358125         42.3008        1.689248E-06
      1237.65        0.344892         42.2008        1.686108E-06
      1234.88        0.331679         42.1008        1.682980E-06
      1231.61        0.315944         42.0008        1.679863E-06
      1228.84        0.302795         41.9008        1.676758E-06
      1226.09        0.289665         41.8008        1.673664E-06
      1222.85        0.274076         41.7008        1.670582E-06
      1220.10        0.261009         41.6008        1.667511E-06
      1217.36        0.247956         41.5008        1.664451E-06
      1214.63        0.234937         41.4008        1.661403E-06
      1211.42        0.219533         41.3008        1.658366E-06
      1208.70        0.206571         41.2008        1.655339E-06
      1205.98        0.193627         41.1008        1.652324E-06
      1203.26        0.180714         41.0008        1.649320E-06
      1200.09        0.165495         40.9008        1.646327E-06
      1197.39        0.152640         40.8008        1.643344E-06
      1194.69        0.139807         40.7008        1.640373E-06
      1192.00        0.126999         40.6008        1.637412E-06
      1189.31        0.114212         40.5008        1.634461E-06
      1186.62        0.101448         40.4008        1.631522E-06
      1183.50        8.649377E-02     40.3008        1.628592E-06
      1180.83        7.379388E-02     40.2009        1.625674E-06
      1178.16        6.111976E-02     40.1009        1.622766E-06
      1175.50        4.846615E-02     40.0009        1.619868E-06
      1172.84        3.583764E-02     39.9009        1.616980E-06
      1170.19        2.323252E-02     39.8009        1.614103E-06
      1167.54        1.065131E-02     39.7009        1.611236E-06
      1164.90       -1.906671E-03     39.6009        1.608380E-06
      1161.85       -1.651594E-02     39.5009        1.605533E-06
      1159.22       -2.900577E-02     39.4009        1.602696E-06
      1156.59       -4.147237E-02     39.3009        1.599870E-06
      1153.97       -5.391524E-02     39.2009        1.597053E-06
      1151.35       -6.633656E-02     39.1009        1.594246E-06
      1148.74       -7.873111E-02     39.0009        1.591449E-06
      1146.13       -9.110090E-02     38.9009        1.588662E-06
      1143.53       -0.103445         38.8009        1.585885E-06
      1140.93       -0.115767         38.7009        1.583117E-06
      1138.34       -0.128061         38.6009        1.580359E-06
      1135.75       -0.140330         38.5009        1.577611E-06
      1133.17       -0.152574         38.4009        1.574872E-06
      1130.59       -0.164792         38.3009        1.572142E-06
      1128.02       -0.176986         38.2009        1.569422E-06
      1125.45       -0.189152         38.1009        1.566712E-06
      1122.89       -0.201294         38.0009        1.564010E-06
      1120.69       -0.211601         37.9009        1.561318E-06
      1118.14       -0.223705         37.8009        1.558636E-06
      1115.59       -0.235785         37.7009        1.555962E-06
      1113.04       -0.247837         37.6009        1.553298E-06
      1110.51       -0.259862         37.5009        1.550643E-06
      1107.97       -0.271862         37.4009        1.547997E-06
      1105.44       -0.283834         37.3009        1.545360E-06
      1102.92       -0.295789         37.2009        1.542731E-06
      1100.74       -0.306011         37.1009        1.540112E-06
      1098.22       -0.317917         37.0009        1.537502E-06
      1095.71       -0.329796         36.9009        1.534900E-06
      1093.21       -0.341648         36.8009        1.532307E-06
      1090.71       -0.353472         36.7009        1.529723E-06
      1088.54       -0.363654         36.6009        1.527148E-06
      1086.04       -0.375438         36.5009        1.524582E-06
      1083.56       -0.387193         36.4009        1.522024E-06
      1081.08       -0.398920         36.3009        1.519474E-06
      1078.92       -0.409064         36.2009        1.516933E-06
      1076.44       -0.420746         36.1009        1.514401E-06
      1073.98       -0.432404         36.0009        1.511877E-06
      1071.82       -0.442517         35.9009        1.509361E-06
      1069.36       -0.454130         35.8009        1.506854E-06
      1066.91       -0.465715         35.7009        1.504355E-06
      1064.76       -0.475797         35.6009        1.501864E-06
      1062.32       -0.487333         35.5009        1.499382E-06
      1059.88       -0.498848         35.4009        1.496908E-06
      1057.73       -0.508895         35.3009        1.494442E-06
      1055.31       -0.520361         35.2009        1.491984E-06
      1053.16       -0.530390         35.1009        1.489534E-06
      1050.75       -0.541811         35.0009        1.487092E-06
      1048.61       -0.551820         34.9009        1.484658E-06
      1046.20       -0.563192         34.8009        1.482232E-06
      1044.07       -0.573179         34.7009        1.479814E-06
      1041.67       -0.584505         34.6009        1.477404E-06
      1039.54       -0.594471         34.5009        1.475002E-06
      1037.15       -0.605747         34.4009        1.472607E-06
      1035.02       -0.615691         34.3009        1.470220E-06
      1032.65       -0.626918         34.2009        1.467841E-06
      1030.53       -0.636837         34.1009        1.465470E-06
      1028.16       -0.648012         34.0009        1.463107E-06
      1026.04       -0.657909         33.9009        1.460750E-06
      1023.93       -0.667796         33.8009        1.458402E-06
      1021.57       -0.678900         33.7010        1.456061E-06
      1019.47       -0.688765         33.6010        1.453728E-06
      1017.12       -0.699823         33.5010        1.451402E-06
      1015.02       -0.709655         33.4010        1.449083E-06
      1012.92       -0.719480         33.3010        1.446772E-06
      1010.82       -0.729297         33.2010        1.444468E-06
      1008.50       -0.740260         33.1010        1.442172E-06
      1006.40       -0.750047         33.0010        1.439883E-06
      1004.31       -0.759824         32.9010        1.437601E-06
      1002.22       -0.769588         32.8010        1.435326E-06
      999.918       -0.780458         32.7010        1.433059E-06
      997.835       -0.790195         32.6010        1.430798E-06
      995.756       -0.799920         32.5010        1.428545E-06
      993.678       -0.809636         32.4010        1.426299E-06
      991.603       -0.819338         32.3010        1.424060E-06
      989.529       -0.829032         32.2010        1.421828E-06
      987.460       -0.838709         32.1010        1.419603E-06
      985.187       -0.849412         32.0010        1.417384E-06
      983.123       -0.859057         31.9010        1.415173E-06
      981.063       -0.868690         31.8010        1.412969E-06
      979.004       -0.878314         31.7010        1.410771E-06
      976.949       -0.887918         31.6010        1.408581E-06
      974.897       -0.897513         31.5010        1.406397E-06
      972.847       -0.907093         31.4010        1.404220E-06
      970.800       -0.916659         31.3010        1.402049E-06
      968.944       -0.925262         31.2010        1.399885E-06
      966.901       -0.934810         31.1010        1.397729E-06
      964.861       -0.944344         31.0010        1.395578E-06
      962.824       -0.953863         30.9010        1.393434E-06
      960.790       -0.963366         30.8010        1.391297E-06
      958.760       -0.972854         30.7010        1.389167E-06
      956.733       -0.982324         30.6010        1.387042E-06
      954.883       -0.990903         30.5010        1.384925E-06
      952.861        -1.00035         30.4010        1.382813E-06
      950.842        -1.00978         30.3010        1.380709E-06
      948.826        -1.01920         30.2010        1.378610E-06
      946.980        -1.02776         30.1010        1.376518E-06
      944.970        -1.03715         30.0010        1.374433E-06
      942.964        -1.04652         29.9010        1.372353E-06
      941.121        -1.05507         29.8010        1.370280E-06
      939.120        -1.06441         29.7010        1.368213E-06
      937.123        -1.07374         29.6010        1.366153E-06
      935.285        -1.08226         29.5010        1.364098E-06
      933.294        -1.09156         29.4010        1.362050E-06
      931.458        -1.10008         29.3010        1.360008E-06
      929.474        -1.10935         29.2010        1.357972E-06
      927.641        -1.11785         29.1010        1.355942E-06
      925.662        -1.12709         29.0010        1.353918E-06
      923.833        -1.13557         28.9010        1.351900E-06
      922.004        -1.14406         28.8010        1.349889E-06
      920.035        -1.15325         28.7010        1.347883E-06
      918.209        -1.16172         28.6010        1.345883E-06
      916.385        -1.17019         28.5010        1.343889E-06
      914.426        -1.17933         28.4010        1.341901E-06
      912.605        -1.18778         28.3010        1.339919E-06
      910.786        -1.19622         28.2010        1.337943E-06
      908.968        -1.20465         28.1010        1.335972E-06
      907.022        -1.21373         28.0010        1.334007E-06
      905.209        -1.22215         27.9010        1.332048E-06
      903.397        -1.23055         27.8010        1.330095E-06
      901.587        -1.23895         27.7010        1.328148E-06
      899.779        -1.24734         27.6010        1.326206E-06
      897.972        -1.25572         27.5010        1.324270E-06
      896.168        -1.26410         27.4010        1.322339E-06
      894.365        -1.27247         27.3010        1.320415E-06
      892.564        -1.28082         27.2010        1.318495E-06
      890.766        -1.28917         27.1010        1.316582E-06
      888.969        -1.29750         27.0010        1.314674E-06
      887.175        -1.30583         26.9010        1.312771E-06
      885.383        -1.31414         26.8010        1.310874E-06
      883.703        -1.32190         26.7010        1.308982E-06
      881.915        -1.33020         26.6010        1.307096E-06
      880.129        -1.33848         26.5010        1.305215E-06
      878.346        -1.34676         26.4010        1.303340E-06
      876.668        -1.35450         26.3010        1.301470E-06
      874.889        -1.36276         26.2010        1.299606E-06
      873.113        -1.37100         26.1010        1.297746E-06
      871.439        -1.37873         26.0010        1.295892E-06
      869.667        -1.38695         25.9010        1.294044E-06
      867.995        -1.39467         25.8010        1.292200E-06
      866.228        -1.40287         25.7010        1.290362E-06
      864.558        -1.41058         25.6010        1.288529E-06
      862.797        -1.41876         25.5010        1.286701E-06
      861.129        -1.42646         25.4010        1.284879E-06
      859.462        -1.43416         25.3010        1.283061E-06
      857.709        -1.44229         25.2010        1.281249E-06
      856.045        -1.44998         25.1010        1.279442E-06
      854.383        -1.45766         25.0009        1.277640E-06
      852.721        -1.46533         24.9009        1.275843E-06
      851.061        -1.47300         24.8009        1.274051E-06
      849.403        -1.48066         24.7009        1.272264E-06
      847.666        -1.48872         24.6009        1.270482E-06
      846.011        -1.49637         24.5009        1.268705E-06
      844.359        -1.50400         24.4009        1.266933E-06
      842.784        -1.51125         24.3009        1.265166E-06
      841.134        -1.51887         24.2009        1.263404E-06
      839.486        -1.52649         24.1009        1.261647E-06
      837.839        -1.53410         24.0009        1.259895E-06
      836.195        -1.54170         23.9009        1.258147E-06
      834.554        -1.54928         23.8009        1.256405E-06
      832.983        -1.55652         23.7009        1.254667E-06
      831.345        -1.56409         23.6009        1.252934E-06
      829.776        -1.57131         23.5009        1.251206E-06
      828.142        -1.57886         23.4009        1.249482E-06
      826.574        -1.58608         23.3009        1.247763E-06
      824.945        -1.59361         23.2009        1.246049E-06
      823.379        -1.60082         23.1009        1.244340E-06
      821.755        -1.60833         23.0009        1.242636E-06
      820.193        -1.61553         22.9009        1.240935E-06
      818.632        -1.62272         22.8009        1.239240E-06
      817.072        -1.62991         22.7009        1.237550E-06
      815.456        -1.63737         22.6009        1.235863E-06
      813.900        -1.64454         22.5009        1.234182E-06
      812.345        -1.65171         22.4009        1.232505E-06
      810.792        -1.65887         22.3009        1.230833E-06
      809.240        -1.66602         22.2009        1.229165E-06
      807.691        -1.67316         22.1009        1.227502E-06
      806.193        -1.68004         22.0009        1.225843E-06
      804.646        -1.68717         21.9009        1.224189E-06
      803.102        -1.69429         21.8009        1.222539E-06
      801.559        -1.70140         21.7009        1.220893E-06
      800.065        -1.70826         21.6009        1.219252E-06
      798.526        -1.71536         21.5009        1.217616E-06
      797.035        -1.72221         21.4009        1.215983E-06
      795.500        -1.72929         21.3009        1.214356E-06
      794.011        -1.73613         21.2009        1.212732E-06
      792.523        -1.74297         21.1009        1.211113E-06
      791.037        -1.74981         21.0009        1.209498E-06
      789.512        -1.75684         20.9009        1.207887E-06
      788.028        -1.76366         20.8009        1.206281E-06
      786.547        -1.77048         20.7009        1.204679E-06
      785.067        -1.77729         20.6009        1.203082E-06
      783.589        -1.78409         20.5009        1.201488E-06
      782.148        -1.79070         20.4009        1.199899E-06
      780.673        -1.79748         20.3009        1.198314E-06
      779.200        -1.80426         20.2009        1.196733E-06
      777.730        -1.81102         20.1009        1.195156E-06
      776.294        -1.81762         20.0009        1.193583E-06
      774.828        -1.82436         19.9009        1.192015E-06
      773.395        -1.83094         19.8009        1.190451E-06
      771.963        -1.83752         19.7009        1.188890E-06
      770.532        -1.84409         19.6009        1.187334E-06
      769.075        -1.85079         19.5009        1.185782E-06
      767.649        -1.85735         19.4009        1.184234E-06
      766.224        -1.86389         19.3009        1.182690E-06
      764.801        -1.87043         19.2009        1.181150E-06
      763.405        -1.87683         19.1009        1.179614E-06
      761.986        -1.88335         19.0009        1.178082E-06
      760.569        -1.88986         18.9009        1.176554E-06
      759.177        -1.89625         18.8009        1.175030E-06
      757.764        -1.90274         18.7009        1.173510E-06
      756.376        -1.90911         18.6009        1.171994E-06
      754.989        -1.91547         18.5009        1.170481E-06
      753.584        -1.92193         18.4009        1.168973E-06
      752.201        -1.92828         18.3009        1.167468E-06
      750.820        -1.93461         18.2009        1.165968E-06
      749.441        -1.94094         18.1009        1.164471E-06
      748.082        -1.94717         18.0009        1.162978E-06
      746.707        -1.95348         17.9009        1.161489E-06
      745.335        -1.95978         17.8009        1.160004E-06
      743.981        -1.96599         17.7009        1.158522E-06
      742.614        -1.97226         17.6009        1.157044E-06
      741.264        -1.97845         17.5009        1.155571E-06
      739.916        -1.98463         17.4009        1.154100E-06
      738.571        -1.99080         17.3009        1.152634E-06
      737.227        -1.99696         17.2009        1.151171E-06
      735.887        -2.00311         17.1009        1.149712E-06
      734.559        -2.00920         17.0009        1.148257E-06
      733.223        -2.01532         16.9009        1.146805E-06
      731.900        -2.02139         16.8009        1.145357E-06
      730.570        -2.02749         16.7009        1.143913E-06
      729.252        -2.03353         16.6009        1.142472E-06
      727.936        -2.03956         16.5009        1.141035E-06
      726.623        -2.04558         16.4009        1.139601E-06
      725.313        -2.05158         16.3009        1.138171E-06
      724.011        -2.05755         16.2009        1.136745E-06
      722.707        -2.06352         16.1009        1.135322E-06
      721.411        -2.06946         16.0009        1.133903E-06
      720.117        -2.07539         15.9009        1.132488E-06
      718.827        -2.08130         15.8009        1.131076E-06
      717.539        -2.08720         15.7009        1.129667E-06
      716.255        -2.09308         15.6009        1.128262E-06
      714.974        -2.09895         15.5009        1.126860E-06
      713.699        -2.10479         15.4009        1.125462E-06
      712.427        -2.11062         15.3009        1.124067E-06
      711.157        -2.11644         15.2009        1.122676E-06
      709.891        -2.12223         15.1009        1.121289E-06
      708.629        -2.12801         15.0009        1.119904E-06
      707.373        -2.13376         14.9009        1.118523E-06
      706.127        -2.13947         14.8009        1.117146E-06
      704.891        -2.14512         14.7009        1.115772E-06
      703.663        -2.15073         14.6009        1.114401E-06
      702.445        -2.15630         14.5009        1.113033E-06
      701.237        -2.16182         14.4009        1.111669E-06
      700.038        -2.16729         14.3009        1.110309E-06
      698.848        -2.17272         14.2009        1.108951E-06
      697.668        -2.17810         14.1009        1.107597E-06
      696.497        -2.18344         14.0009        1.106247E-06
      695.336        -2.18873         13.9009        1.104899E-06
      694.184        -2.19398         13.8009        1.103555E-06
      693.041        -2.19918         13.7009        1.102214E-06
      691.907        -2.20434         13.6009        1.100876E-06
      690.783        -2.20945         13.5009        1.099542E-06
      689.668        -2.21452         13.4009        1.098211E-06
      688.563        -2.21955         13.3009        1.096883E-06
      687.466        -2.22453         13.2009        1.095558E-06
      686.379        -2.22947         13.1009        1.094237E-06
      685.301        -2.23436         13.0009        1.092918E-06
      684.232        -2.23922         12.9009        1.091603E-06
      683.173        -2.24402         12.8009        1.090291E-06
      682.122        -2.24879         12.7009        1.088982E-06
      681.081        -2.25351         12.6009        1.087676E-06
      680.049        -2.25819         12.5009        1.086374E-06
      679.027        -2.26283         12.4009        1.085074E-06
      678.013        -2.26742         12.3009        1.083778E-06
      677.008        -2.27198         12.2009        1.082484E-06
      676.013        -2.27649         12.1009        1.081194E-06
      675.026        -2.28096         12.0009        1.079907E-06
      674.049        -2.28538         11.9009        1.078623E-06
      673.081        -2.28977         11.8009        1.077342E-06
      672.122        -2.29411         11.7009        1.076064E-06
      671.171        -2.29841         11.6009        1.074789E-06
      670.230        -2.30267         11.5009        1.073517E-06
      669.298        -2.30689         11.4009        1.072248E-06
      668.375        -2.31107         11.3009        1.070982E-06
      667.461        -2.31521         11.2009        1.069719E-06
      666.556        -2.31931         11.1009        1.068459E-06
      665.660        -2.32336         11.0009        1.067202E-06
      664.773        -2.32738         10.9009        1.065948E-06
      663.894        -2.33135         10.8009        1.064697E-06
      663.025        -2.33529         10.7009        1.063449E-06
      662.164        -2.33918         10.6009        1.062203E-06
      661.313        -2.34304         10.5009        1.060961E-06
      660.470        -2.34686         10.4009        1.059722E-06
      659.637        -2.35063         10.3009        1.058485E-06
      658.812        -2.35437         10.2009        1.057251E-06
      657.996        -2.35807         10.1009        1.056020E-06
      657.189        -2.36173         10.0009        1.054793E-06
      656.390        -2.36534         9.90089        1.053568E-06
      655.601        -2.36892         9.80089        1.052345E-06
      654.820        -2.37247         9.70089        1.051126E-06
      654.048        -2.37597         9.60089        1.049909E-06
      653.285        -2.37943         9.50089        1.048695E-06
      652.531        -2.38286         9.40089        1.047484E-06
      651.785        -2.38625         9.30089        1.046276E-06
      651.048        -2.38960         9.20089        1.045071E-06
      650.320        -2.39291         9.10089        1.043868E-06
      649.601        -2.39618         9.00089        1.042668E-06
      648.890        -2.39942         8.90089        1.041471E-06
      648.189        -2.40262         8.80089        1.040277E-06
      647.495        -2.40578         8.70089        1.039085E-06
      646.811        -2.40890         8.60089        1.037896E-06
      646.135        -2.41199         8.50089        1.036710E-06
      645.468        -2.41504         8.40089        1.035527E-06
      644.809        -2.41805         8.30089        1.034346E-06
      644.159        -2.42103         8.20089        1.033168E-06
      643.518        -2.42397         8.10089        1.031992E-06
      642.885        -2.42687         8.00089        1.030820E-06
      642.261        -2.42973         7.90089        1.029650E-06
      641.646        -2.43256         7.80089        1.028482E-06
      641.039        -2.43536         7.70089        1.027317E-06
      640.441        -2.43811         7.60089        1.026155E-06
      639.851        -2.44083         7.50089        1.024996E-06
      639.270        -2.44352         7.40089        1.023839E-06
      638.697        -2.44617         7.30089        1.022685E-06
      638.133        -2.44878         7.20089        1.021533E-06
      637.578        -2.45136         7.10089        1.020384E-06
      637.030        -2.45390         7.00089        1.019237E-06
      636.492        -2.45641         6.90089        1.018093E-06
      635.962        -2.45888         6.80089        1.016952E-06
      635.440        -2.46132         6.70089        1.015813E-06
      634.927        -2.46372         6.60089        1.014677E-06
      634.422        -2.46609         6.50089        1.013543E-06
      633.926        -2.46842         6.40089        1.012412E-06
      633.439        -2.47072         6.30089        1.011283E-06
      632.959        -2.47299         6.20089        1.010157E-06
      632.488        -2.47521         6.10089        1.009033E-06
      632.026        -2.47741         6.00089        1.007912E-06
      631.572        -2.47957         5.90089        1.006794E-06
      631.126        -2.48170         5.80089        1.005678E-06
      630.689        -2.48379         5.70089        1.004564E-06
      630.260        -2.48585         5.60089        1.003453E-06
      629.839        -2.48788         5.50089        1.002344E-06
      629.427        -2.48987         5.40089        1.001237E-06
      629.023        -2.49183         5.30089        1.000133E-06
      628.627        -2.49375         5.20089        9.990321E-07
      628.240        -2.49564         5.10089        9.979329E-07
      627.861        -2.49750         5.00089        9.968363E-07
      627.491        -2.49933         4.90089        9.957421E-07
      627.128        -2.50112         4.80089        9.946502E-07
      626.774        -2.50288         4.70089        9.935608E-07
      626.428        -2.50461         4.60089        9.924738E-07
      626.091        -2.50630         4.50089        9.913890E-07
      625.762        -2.50796         4.40089        9.903067E-07
      625.441        -2.50959         4.30089        9.892268E-07
      625.128        -2.51119         4.20089        9.881492E-07
      624.823        -2.51275         4.10089        9.870740E-07
      624.527        -2.51429         4.00089        9.860009E-07
      624.239        -2.51579         3.90089        9.849305E-07
      623.959        -2.51726         3.80089        9.838622E-07
      623.687        -2.51869         3.70089        9.827962E-07
      623.424        -2.52010         3.60089        9.817326E-07
      623.169        -2.52147         3.50089        9.806713E-07
      622.921        -2.52282         3.40089        9.796122E-07
      622.682        -2.52413         3.30089        9.785555E-07
      622.451        -2.52541         3.20089        9.775009E-07
      622.229        -2.52666         3.10089        9.764487E-07
      622.014        -2.52787         3.00089        9.753988E-07
      621.808        -2.52906         2.90089        9.743510E-07
      621.609        -2.53022         2.80089        9.733056E-07
      621.419        -2.53134         2.70089        9.722625E-07
      621.237        -2.53244         2.60089        9.712214E-07
      621.063        -2.53350         2.50089        9.701828E-07
      620.897        -2.53453         2.40089        9.691462E-07
      620.739        -2.53553         2.30089        9.681119E-07
      620.589        -2.53651         2.20089        9.670797E-07
      620.447        -2.53745         2.10089        9.660498E-07
      620.313        -2.53836         2.00089        9.650221E-07
      620.188        -2.53924         1.90089        9.639966E-07
      620.070        -2.54010         1.80089        9.629732E-07
      619.960        -2.54092         1.70089        9.619520E-07
      619.858        -2.54171         1.60089        9.609330E-07
      619.765        -2.54247         1.50089        9.599162E-07
      619.679        -2.54321         1.40089        9.589014E-07
      619.602        -2.54391         1.30089        9.578888E-07
      619.532        -2.54458         1.20089        9.568784E-07
      619.470        -2.54523         1.10089        9.558701E-07
      619.416        -2.54584         1.00089        9.548639E-07
      619.370        -2.54643        0.900890        9.538599E-07


